date,power_price,volume_mwh,gas_price,month,power_lag1,power_lag7,gas_lag1,power_lag2,power_lag30,power_ma7,power_std7,gas_lag7,dayofweek
2019-04-01,31.11,22400.0,2.73,4,34.25,33.53,2.73,25.51,24.14,31.458571428571425,3.620798386045188,2.86,0
2019-04-02,28.35,8800.0,2.76,4,31.11,33.9,2.73,34.25,29.43,31.112857142857145,3.5036919303591265,2.75,1
2019-04-03,28.44,12800.0,2.74,4,28.35,33.94,2.76,31.11,35.22,30.32,3.3941125496964,2.72,2
2019-04-04,31.28,8000.0,2.66,4,28.44,31.96,2.74,28.35,26.39,29.534285714285716,3.033935052826376,2.74,3
2019-04-05,34.03,12800.0,2.62,4,31.28,27.12,2.66,28.44,27.12,29.437142857142856,2.9531323160666485,2.69,4
2019-04-08,34.93,12800.0,2.72,4,34.03,25.51,2.62,31.28,30.42,30.424285714285713,3.1945258236711473,2.69,0
2019-04-09,29.6,32000.0,2.71,4,34.93,34.25,2.72,34.03,35.48,31.770000000000003,2.7296092516463055,2.73,1
2019-04-10,27.57,13600.0,2.72,4,29.6,31.11,2.71,34.93,31.74,31.10571428571429,2.587604150194104,2.73,2
2019-04-11,26.89,12800.0,2.72,4,27.57,28.35,2.72,29.6,31.98,30.599999999999998,2.9121927591890686,2.76,3
2019-04-12,31.05,8000.0,2.75,4,26.89,28.44,2.72,27.57,33.56,30.391428571428573,3.1433073270661196,2.74,4
2019-04-15,29.89,20000.0,2.75,4,31.05,31.28,2.75,26.89,42.68,30.764285714285712,3.0258544641310485,2.66,0
2019-04-16,27.05,19200.0,2.66,4,29.89,34.03,2.75,31.05,48.88,30.565714285714286,3.0319732691381835,2.62,1
2019-04-17,30.61,14400.0,2.55,4,27.05,34.93,2.66,29.89,45.53,29.56857142857143,2.8447637779590145,2.72,2
2019-04-18,25.93,10400.0,2.54,4,30.61,29.6,2.55,27.05,37.68,28.951428571428572,1.7430665369938447,2.71,3
2019-04-22,29.27,15200.0,2.61,4,25.93,27.57,2.54,30.61,34.36,28.427142857142858,2.0418105877375843,2.72,0
2019-04-23,30.19,8800.0,2.53,4,29.27,26.89,2.61,25.93,31.46,28.669999999999998,2.0238906426336696,2.72,1
2019-04-24,27.93,15200.0,2.53,4,30.19,31.05,2.53,29.27,32.61,29.141428571428573,1.921938505534025,2.75,2
2019-04-25,27.25,10400.0,2.54,4,27.93,29.89,2.53,30.19,33.06,28.695714285714285,1.7605572710845554,2.75,3
2019-04-26,28.41,5600.0,2.58,4,27.25,27.05,2.54,27.93,27.27,28.318571428571428,1.7447772405251194,2.66,4
2019-04-29,32.65,35200.0,2.58,4,28.41,30.61,2.58,27.25,25.07,28.512857142857143,1.6532968505980068,2.55,0
2019-04-30,32.81,38400.0,2.59,4,32.65,25.93,2.58,28.41,34.5,28.804285714285715,2.1803582056095014,2.54,1
2019-05-01,38.37,22400.0,2.59,5,32.81,29.27,2.59,32.65,32.13,29.787142857142857,2.2190817491770085,2.61,2
2019-05-02,31.54,30400.0,2.63,5,38.37,30.19,2.59,32.81,32.68,31.087142857142858,3.8968778711763195,2.53,3
2019-05-03,28.57,21600.0,2.59,5,31.54,27.93,2.63,38.37,33.53,31.28,3.8784404082061803,2.53,4
2019-05-06,27.62,30400.0,2.54,5,28.57,27.25,2.59,31.54,33.9,31.37142857142857,3.792907541590506,2.54,0
2019-05-07,25.89,14400.0,2.54,5,27.62,28.41,2.54,28.57,33.94,31.424285714285713,3.727921034316814,2.58,1
2019-05-08,25.14,4800.0,2.64,5,25.89,32.65,2.54,27.62,31.96,31.064285714285717,4.16372372259517,2.58,2
2019-05-09,26.48,23200.0,2.62,5,25.14,32.81,2.64,25.89,27.12,29.99142857142857,4.628626248941214,2.59,3
2019-05-10,25.02,16000.0,2.64,5,26.48,38.37,2.62,25.14,25.51,29.087142857142858,4.604467809587831,2.59,4
2019-05-13,26.4,12800.0,2.71,5,25.02,31.54,2.64,26.48,34.25,27.18,2.313604691098638,2.63,0
2019-05-14,25.7,5600.0,2.7,5,26.4,28.57,2.71,25.02,31.11,26.445714285714285,1.2871914794501016,2.59,1
2019-05-15,27.4,4800.0,2.69,5,25.7,27.62,2.7,26.4,28.35,26.035714285714285,0.8951695769158214,2.54,2
2019-05-16,29.73,10400.0,2.62,5,27.4,25.89,2.69,25.7,28.44,26.004285714285714,0.8319025812972254,2.54,3
2019-05-17,36.58,26400.0,2.61,5,29.73,25.14,2.62,27.4,31.28,26.55285714285714,1.6285854218300937,2.64,4
2019-05-20,26.93,41600.0,2.7,5,36.58,26.48,2.61,29.73,34.03,28.187142857142856,3.9950999749105995,2.62,0
2019-05-21,26.28,16000.0,2.73,5,26.93,25.02,2.7,36.58,34.93,28.25142857142857,3.9665704270046445,2.64,1
2019-05-22,31.66,23200.0,2.73,5,26.28,26.4,2.73,26.93,29.6,28.431428571428572,3.8214239430332495,2.71,2
2019-05-23,27.83,65600.0,2.56,5,31.66,25.7,2.73,26.28,27.57,29.18285714285714,3.8722117464739148,2.7,3
2019-05-24,40.49,55200.0,2.6,5,27.83,27.4,2.56,31.66,26.89,29.487142857142857,3.628956297550376,2.69,4
2019-05-28,35.35,42400.0,2.65,5,40.49,29.73,2.6,27.83,31.05,31.357142857142858,5.342351898698769,2.62,1
2019-05-29,33.09,24000.0,2.69,5,35.35,36.58,2.65,40.49,29.89,32.160000000000004,5.477645479583946,2.61,2
2019-05-30,28.17,20800.0,2.69,5,33.09,26.93,2.69,35.35,27.05,31.66142857142857,5.157778683928523,2.7,3
2019-05-31,24.66,29600.0,2.59,5,28.17,26.28,2.69,33.09,30.61,31.83857142857143,4.986650273719566,2.73,4
2019-06-03,24.02,16800.0,2.5,6,24.66,31.66,2.59,28.17,25.93,31.607142857142858,5.314435417758909,2.73,0
2019-06-04,29.11,32000.0,2.45,6,24.02,27.83,2.5,24.66,29.27,30.51571428571429,6.037145730511661,2.56,1
2019-06-05,31.27,8800.0,2.45,6,29.11,40.49,2.45,24.02,30.19,30.69857142857143,5.961147620415681,2.6,2
2019-06-06,26.59,16000.0,2.4,6,31.27,35.35,2.45,29.11,27.93,29.381428571428575,4.193687433002248,2.65,3
2019-06-07,25.82,8800.0,2.43,6,26.59,33.09,2.4,31.27,27.25,28.130000000000003,3.334861316457824,2.69,4
2019-06-10,23.4,16000.0,2.42,6,25.82,28.17,2.43,26.59,28.41,27.091428571428573,2.5791434532394373,2.69,0
2019-06-11,22.82,9600.0,2.41,6,23.4,24.66,2.42,25.82,32.65,26.41,2.861374960866475,2.59,1
2019-06-12,21.18,20000.0,2.43,6,22.82,24.02,2.41,23.4,32.81,26.147142857142857,3.1216113055382344,2.5,2
2019-06-13,20.75,3200.0,2.43,6,21.18,29.11,2.43,22.82,38.37,25.74142857142857,3.593101856667573,2.45,3
2019-06-14,31.36,23200.0,2.37,6,20.75,31.27,2.43,21.18,31.54,24.547142857142855,3.6752583323531045,2.45,4
2019-06-17,27.5,20800.0,2.46,6,31.36,26.59,2.37,20.75,28.57,24.56,3.702751229379821,2.4,0
2019-06-18,26.65,15200.0,2.44,6,27.5,25.82,2.46,31.36,27.62,24.689999999999998,3.8005832885677466,2.43,1
2019-06-19,29.01,20000.0,2.43,6,26.65,23.4,2.44,27.5,25.89,24.80857142857143,3.854280860600073,2.42,2
2019-06-20,23.81,5600.0,2.38,6,29.01,22.82,2.43,26.65,25.14,25.609999999999996,4.0886998748592065,2.41,3
2019-06-21,30.61,10400.0,2.27,6,23.81,21.18,2.38,29.01,26.48,25.75142857142857,3.992089797635815,2.43,4
2019-06-24,30.77,4800.0,2.31,6,30.61,20.75,2.27,23.81,25.02,27.09857142857143,3.777673131137894,2.43,0
2019-06-25,32.11,24000.0,2.31,6,30.77,31.36,2.31,30.61,26.4,28.529999999999998,2.7220396764203785,2.37,1
2019-06-26,34.82,20800.0,2.34,6,32.11,27.5,2.31,30.77,25.7,28.637142857142855,2.8631027125941344,2.46,2
2019-06-27,35.63,29600.0,2.32,6,34.82,26.65,2.34,32.11,27.4,29.68285714285714,3.6162628697128465,2.44,3
2019-06-28,28.47,14400.0,2.42,6,35.63,29.01,2.32,34.82,29.73,30.965714285714284,3.939424057494754,2.43,4
2019-07-01,32.2,10400.0,2.33,7,28.47,23.81,2.42,35.63,36.58,30.888571428571428,3.98907854260281,2.38,0
2019-07-02,33.85,3200.0,2.3,7,32.2,30.61,2.33,28.47,26.93,32.08714285714286,2.4844228993598407,2.27,1
2019-07-03,29.35,1600.0,2.29,7,33.85,30.77,2.3,32.2,26.28,32.55,2.4650963470027625,2.31,2
2019-07-08,30.26,8000.0,2.39,7,29.35,32.11,2.29,33.85,31.66,32.347142857142856,2.684639729311339,2.31,0
2019-07-09,37.27,22400.0,2.41,7,30.26,34.82,2.39,29.35,27.83,32.082857142857144,2.8004387411374596,2.34,1
2019-07-10,36.63,20000.0,2.49,7,37.27,35.63,2.41,30.26,40.49,32.432857142857145,3.3068550733585007,2.32,2
2019-07-11,32.08,13600.0,2.54,7,36.63,28.47,2.49,37.27,35.35,32.575714285714284,3.4848044284820734,2.42,3
2019-07-12,33.55,15200.0,2.54,7,32.08,32.2,2.54,36.63,33.09,33.09142857142857,3.010821751458217,2.33,4
2019-07-15,34.13,24800.0,2.53,7,33.55,33.85,2.54,32.08,28.17,33.28428571428571,2.9873503150397664,2.3,0
2019-07-16,38.42,36800.0,2.53,7,34.13,29.35,2.53,33.55,24.66,33.324285714285715,2.9980430124946817,2.29,1
2019-07-17,40.23,47200.0,2.44,7,38.42,30.26,2.53,34.13,24.02,34.62,2.9537772427869613,2.39,2
2019-07-18,52.16,42400.0,2.38,7,40.23,37.27,2.44,38.42,29.11,36.044285714285714,2.904340757917573,2.41,3
2019-07-19,32.41,18400.0,2.3,7,52.16,36.63,2.38,40.23,31.27,38.17142857142857,6.796468270534827,2.49,4
2019-07-22,25.03,32800.0,2.33,7,32.41,32.08,2.3,52.16,26.59,37.56857142857143,7.134725943280519,2.54,0
2019-07-23,24.76,16000.0,2.34,7,25.03,33.55,2.33,32.41,25.82,36.56142857142857,8.420380887211707,2.54,1
2019-07-24,28.22,16800.0,2.33,7,24.76,34.13,2.34,25.03,23.4,35.30571428571429,9.527015722220396,2.53,2
2019-07-25,30.77,21600.0,2.26,7,28.22,38.42,2.33,24.76,22.82,34.46142857142857,9.903025511717134,2.53,3
2019-07-26,33.92,9600.0,2.23,7,30.77,40.23,2.26,28.22,21.18,33.36857142857143,9.815086055950836,2.44,4
2019-07-29,34.84,22400.0,2.23,7,33.92,52.16,2.23,30.77,20.75,32.46714285714286,9.359062834646613,2.38,0
2019-07-30,29.34,16000.0,2.22,7,34.84,32.41,2.23,33.92,31.36,29.992857142857144,4.093074289927289,2.3,1
2019-07-31,28.91,14400.0,2.28,7,29.34,25.03,2.22,34.84,27.5,29.55428571428572,3.9529898268823382,2.33,2
2019-08-01,27.94,12000.0,2.36,8,28.91,24.76,2.28,29.34,26.65,30.10857142857143,3.453309661622347,2.34,3
2019-08-02,31.08,4000.0,2.12,8,27.94,28.22,2.36,28.91,29.01,30.562857142857144,2.77497576137109,2.33,4
2019-08-05,32.67,4000.0,2.02,8,31.08,30.77,2.12,27.94,23.81,30.971428571428568,2.575942730805073,2.26,0
2019-08-06,30.66,21600.0,2.15,8,32.67,33.92,2.02,31.08,30.61,31.242857142857144,2.6502120310515394,2.23,1
2019-08-07,28.95,17600.0,2.18,8,30.66,34.84,2.15,32.67,30.77,30.777142857142856,2.3733289860862183,2.23,2
2019-08-08,27.0,800.0,2.13,8,28.95,29.34,2.18,30.66,32.11,29.935714285714287,1.6161565223605483,2.22,3
2019-08-09,31.11,5600.0,2.09,8,27.0,28.91,2.13,28.95,34.82,29.601428571428567,1.9643949753179186,2.28,4
2019-08-12,29.78,15200.0,2.21,8,31.11,27.94,2.09,27.0,35.63,29.915714285714284,2.0107781009935457,2.36,0
2019-08-13,28.02,4000.0,2.24,8,29.78,31.08,2.21,31.11,28.47,30.178571428571427,1.820745530193855,2.12,1
2019-08-14,27.5,800.0,2.22,8,28.02,32.67,2.24,29.78,32.2,29.741428571428575,1.9321786371143177,2.02,2
2019-08-15,29.25,19200.0,2.19,8,27.5,30.66,2.22,28.02,33.85,29.002857142857145,1.5826635174700063,2.15,3
2019-08-16,40.05,41600.0,2.2,8,29.25,28.95,2.19,27.5,29.35,28.801428571428573,1.4177379702849522,2.18,4
2019-08-19,35.52,16800.0,2.26,8,40.05,27.0,2.2,29.25,30.26,30.38714285714286,4.490114008522545,2.13,0
2019-08-20,33.27,19200.0,2.35,8,35.52,31.11,2.26,40.05,37.27,31.604285714285712,4.572930705587141,2.09,1
2019-08-21,30.38,14400.0,2.31,8,33.27,29.78,2.35,35.52,36.63,31.912857142857142,4.6067693462480035,2.21,2
2019-08-22,24.38,9600.0,2.28,8,30.38,28.02,2.31,33.27,32.08,31.99857142857143,4.565871324554316,2.24,3
2019-08-23,24.88,9600.0,2.15,8,24.38,27.5,2.28,30.38,33.55,31.478571428571428,5.250458483382264,2.22,4
2019-08-26,23.46,22400.0,2.23,8,24.88,29.25,2.15,24.38,34.13,31.104285714285712,5.658848107589428,2.19,0
2019-08-27,25.4,4000.0,2.24,8,23.46,40.05,2.23,24.88,38.42,30.277142857142856,6.355351325945491,2.2,1
2019-08-28,25.18,6400.0,2.24,8,25.4,35.52,2.24,23.46,40.23,28.184285714285714,4.82977520920337,2.26,2
2019-08-29,26.63,11200.0,2.36,8,25.18,33.27,2.24,25.4,52.16,26.707142857142856,3.6491949536207096,2.35,3
2019-08-30,32.93,12800.0,2.33,8,26.63,30.38,2.36,25.18,32.41,25.75857142857143,2.255958248517636,2.31,4
2019-09-03,32.11,29600.0,2.39,9,32.93,24.38,2.33,26.63,25.03,26.12285714285714,3.1538057131341444,2.28,1
2019-09-04,25.22,16800.0,2.48,9,32.11,24.88,2.39,32.93,24.76,27.227142857142855,3.740569093448763,2.15,2
2019-09-05,24.91,20000.0,2.49,9,25.22,23.46,2.48,32.11,28.22,27.275714285714287,3.7070691799275686,2.23,3
2019-09-06,29.72,16800.0,2.49,9,24.91,25.4,2.49,25.22,30.77,27.482857142857142,3.4926289729749525,2.24,4
2019-09-09,37.6,44000.0,2.65,9,29.72,25.18,2.49,24.91,33.92,28.1,3.444589961084897,2.24,0
2019-09-10,43.19,26400.0,2.67,9,37.6,26.63,2.65,29.72,34.84,29.874285714285715,4.670442010285024,2.36,1
2019-09-11,41.77,40800.0,2.63,9,43.19,32.93,2.67,37.6,29.34,32.24,6.563596575049868,2.33,2
2019-09-12,29.51,16000.0,2.62,9,41.77,32.11,2.63,43.19,28.91,33.502857142857145,7.5018435829376875,2.39,3
2019-09-13,42.75,12000.0,2.61,9,29.51,25.22,2.62,41.77,27.94,33.13142857142857,7.645293603630964,2.48,4
2019-09-16,30.83,11200.0,2.75,9,42.75,24.91,2.61,29.51,31.08,35.635714285714286,7.491430342159933,2.49,0
2019-09-17,27.31,8000.0,2.7,9,30.83,29.72,2.75,42.75,32.67,36.48142857142857,6.321609575025448,2.49,1
2019-09-18,25.05,5600.0,2.72,9,27.31,37.6,2.7,30.83,30.66,36.137142857142855,6.798834984235389,2.65,2
2019-09-19,26.01,16000.0,2.65,9,25.05,43.19,2.72,27.31,28.95,34.34428571428571,7.912325526550418,2.67,3
2019-09-20,36.32,8800.0,2.34,9,26.01,41.77,2.65,25.05,27.0,31.889999999999997,7.356158417725458,2.63,4
2019-09-23,28.57,26400.0,2.55,9,36.32,29.51,2.34,26.01,31.11,31.11142857142857,6.35669837932561,2.62,0
2019-09-24,30.82,16800.0,2.55,9,28.57,42.75,2.55,36.32,29.78,30.97714285714286,6.405905385621176,2.61,1
2019-09-25,32.33,28800.0,2.54,9,30.82,30.83,2.55,28.57,28.02,29.27285714285714,3.8145804237858996,2.75,2
2019-09-26,29.93,4000.0,2.57,9,32.33,27.31,2.54,30.82,27.5,29.487142857142853,3.9561374861764578,2.7,3
2019-09-27,39.63,19200.0,2.41,9,29.93,25.05,2.57,32.33,29.25,29.861428571428572,3.8380048140130927,2.72,4
2019-09-30,40.81,26400.0,2.37,9,39.63,26.01,2.41,29.93,40.05,31.944285714285716,4.659913651356824,2.65,0
2019-10-01,60.85,20000.0,2.36,10,40.81,36.32,2.37,39.63,35.52,34.05857142857143,4.871387306068001,2.34,1
2019-10-02,41.37,31200.0,2.36,10,60.85,28.57,2.36,40.81,33.27,37.56285714285714,11.32172647948166,2.55,2
2019-10-03,25.95,4800.0,2.31,10,41.37,30.82,2.36,60.85,30.38,39.39142857142857,10.640379737226786,2.55,3
2019-10-04,27.01,18400.0,2.25,10,25.95,32.33,2.31,41.37,24.38,38.69571428571429,11.42453916961646,2.54,4
2019-10-07,24.8,23200.0,2.36,10,27.01,29.93,2.25,25.95,24.88,37.93571428571429,12.076913039822477,2.57,0
2019-10-08,24.44,6400.0,2.29,10,24.8,39.63,2.36,27.01,23.46,37.20285714285715,12.7789341160702,2.41,1
2019-10-09,24.29,17600.0,2.26,10,24.44,40.81,2.29,24.8,25.4,35.03285714285715,13.563702437370477,2.37,2
2019-10-10,23.51,9600.0,2.26,10,24.29,60.85,2.26,24.44,25.18,32.67285714285715,13.825643703261347,2.36,3
2019-10-14,26.28,13600.0,2.13,10,23.51,41.37,2.26,24.29,26.63,27.33857142857143,6.294374283362461,2.36,0
2019-10-15,25.82,30400.0,2.29,10,26.28,25.95,2.13,23.51,32.93,25.18285714285714,1.2533118032628137,2.31,1
2019-10-17,24.99,12800.0,2.29,10,25.82,27.01,2.29,26.28,32.11,25.164285714285715,1.2409520154983098,2.25,3
2019-10-18,27.75,4800.0,2.08,10,24.99,24.8,2.29,25.82,25.22,24.875714285714285,0.9381339126706231,2.36,4
2019-10-21,30.82,11200.0,2.13,10,27.75,24.44,2.08,24.99,24.91,25.297142857142855,1.4313829476644382,2.29,0
2019-10-22,30.74,12800.0,2.21,10,30.82,24.29,2.13,27.75,29.72,26.208571428571428,2.457827147242366,2.26,1
2019-10-23,30.38,1600.0,2.34,10,30.74,23.51,2.21,30.82,37.6,27.13,2.8034264748709075,2.26,2
2019-10-24,29.88,3200.0,2.33,10,30.38,26.28,2.34,30.74,43.19,28.11142857142857,2.5123324393322766,2.13,3
2019-10-25,31.5,1600.0,2.26,10,29.88,25.82,2.33,30.38,41.77,28.625714285714285,2.4424431562342406,2.29,4
2019-10-28,26.81,13600.0,2.49,10,31.5,24.99,2.26,29.88,29.51,29.437142857142856,2.2939682814278988,2.29,0
2019-10-29,29.36,12000.0,2.61,10,26.81,27.75,2.49,31.5,42.75,29.697142857142858,1.7428588992984753,2.08,1
2019-10-30,33.41,22400.0,2.71,10,29.36,30.82,2.61,26.81,30.83,29.927142857142854,1.5371696315622403,2.13,2
2019-10-31,31.56,45600.0,2.73,10,33.41,30.74,2.71,29.36,27.31,30.297142857142855,2.0228751344387206,2.21,3
2019-11-01,31.42,8800.0,2.54,11,31.56,30.38,2.73,33.41,25.05,30.414285714285715,2.0758440624081613,2.34,4
2019-11-04,30.82,23200.0,2.77,11,31.42,29.88,2.54,31.56,26.01,30.562857142857137,2.1099187526688725,2.33,0
2019-11-05,32.78,17600.0,2.77,11,30.82,31.5,2.77,31.42,36.32,30.697142857142858,2.0890246072103644,2.26,1
2019-11-06,34.12,12000.0,2.82,11,32.78,26.81,2.77,30.82,28.57,30.879999999999995,2.2227535475935967,2.49,2
2019-11-07,38.92,28800.0,2.84,11,34.12,29.36,2.82,32.78,30.82,31.92428571428571,1.6300701124292227,2.61,3
2019-11-08,32.05,40000.0,2.87,11,38.92,33.41,2.84,34.12,32.33,33.29,2.746239853570625,2.71,4
2019-11-12,55.32,30400.0,2.72,11,32.05,31.56,2.87,38.92,29.93,33.09571428571429,2.784180652322727,2.73,1
2019-11-13,44.15,59200.0,2.66,11,55.32,31.42,2.72,32.05,39.63,36.49,8.731382097545564,2.54,2
2019-11-14,31.13,17600.0,2.68,11,44.15,30.82,2.66,55.32,40.81,38.30857142857143,8.824610338085938,2.77,3
2019-11-15,29.44,14400.0,2.7,11,31.13,32.78,2.68,44.15,60.85,38.35285714285714,8.781438216081847,2.77,4
2019-11-18,35.1,64800.0,2.64,11,29.44,34.12,2.7,31.13,41.37,37.87571428571429,9.214757832128177,2.82,0
2019-11-19,41.51,64000.0,2.53,11,35.1,38.92,2.64,29.44,25.95,38.01571428571429,9.155440745158087,2.84,1
2019-11-20,30.62,36000.0,2.56,11,41.51,32.05,2.53,35.1,27.01,38.385714285714286,9.2499240666127,2.87,2
2019-11-21,27.0,29600.0,2.53,11,30.62,55.32,2.56,41.51,24.8,38.18142857142857,9.427260875729134,2.72,3
2019-11-22,29.92,7200.0,2.62,11,27.0,44.15,2.53,30.62,24.44,34.135714285714286,6.45443738096265,2.66,4
2019-11-25,24.34,8800.0,2.51,11,29.92,31.13,2.62,27.0,24.29,32.10285714285714,4.804812567575363,2.68,0
2019-11-26,23.15,22400.0,2.51,11,24.34,29.44,2.51,29.92,23.51,31.132857142857144,5.645743866801812,2.7,1
2019-11-27,23.4,1600.0,2.46,11,23.15,35.1,2.51,24.34,26.28,30.234285714285715,6.4090401183095915,2.64,2
2019-11-29,31.7,6400.0,2.46,11,23.4,41.51,2.46,23.15,25.82,28.562857142857144,6.454085822913312,2.53,4
2019-12-02,28.54,36800.0,2.29,12,31.7,30.62,2.46,23.4,24.99,27.16142857142857,3.614703439064944,2.56,0
2019-12-03,25.34,15200.0,2.42,12,28.54,27.0,2.29,31.7,27.75,26.86428571428571,3.359493300797347,2.53,1
2019-12-04,24.74,7200.0,2.43,12,25.34,29.92,2.42,28.54,30.82,26.627142857142854,3.4065755742188064,2.62,2
2019-12-05,24.13,14400.0,2.42,12,24.74,24.34,2.43,25.34,30.74,25.88714285714286,3.122865747386144,2.51,3
2019-12-06,23.91,24800.0,2.31,12,24.13,23.15,2.42,24.74,30.38,25.857142857142858,3.141160689330876,2.51,4
2019-12-09,27.2,9600.0,2.17,12,23.91,23.4,2.31,24.13,29.88,25.965714285714284,3.0436154878864663,2.46,0
2019-12-10,34.21,27200.0,2.18,12,27.2,31.7,2.17,23.91,31.5,26.50857142857143,2.8419267441393834,2.46,1
2019-12-11,32.34,20000.0,2.28,12,34.21,28.54,2.18,27.2,26.81,26.867142857142856,3.649665346694701,2.29,2
2019-12-12,28.05,32800.0,2.28,12,32.34,25.34,2.28,34.21,29.36,27.41,4.183523236062351,2.42,3
2019-12-13,28.82,29600.0,2.28,12,28.05,24.74,2.28,32.34,33.41,27.79714285714286,4.08425315198883,2.43,4
2019-12-16,28.4,16800.0,2.34,12,28.82,24.13,2.28,28.05,31.56,28.38,3.8602417886284623,2.42,0
2019-12-17,38.69,23200.0,2.3,12,28.4,23.91,2.34,28.82,31.42,28.990000000000002,3.3848190498173922,2.31,1
2019-12-18,41.67,32000.0,2.26,12,38.69,27.2,2.3,28.4,30.82,31.101428571428574,4.199577076213036,2.17,2
2019-12-19,31.22,8800.0,2.21,12,41.67,34.21,2.26,38.69,32.78,33.16857142857143,5.3600479741995235,2.18,3
2019-12-20,23.27,2400.0,2.27,12,31.22,32.34,2.21,41.67,34.12,32.74142857142857,5.382314956012931,2.28,4
2019-12-23,21.75,800.0,2.17,12,23.27,28.05,2.27,31.22,38.92,31.445714285714285,6.475731251225734,2.28,0
2019-12-26,20.13,3200.0,2.09,12,21.75,28.82,2.17,23.27,32.05,30.545714285714286,7.398384637074618,2.28,3
2019-12-27,21.21,4800.0,1.75,12,20.13,28.4,2.09,21.75,55.32,29.304285714285715,8.397793077436193,2.34,4
2019-12-30,21.0,5600.0,2.06,12,21.21,38.69,1.75,20.13,44.15,28.277142857142856,8.948483510789075,2.3,0
2019-12-31,23.33,2400.0,2.09,12,21.0,41.67,2.06,21.21,31.13,25.75,7.961115918429641,2.26,1
2019-12-31,23.33,2400.0,2.09,12,23.33,31.22,2.09,21.0,29.44,23.129999999999995,3.7557822088091726,2.21,1
2020-01-02,21.55,12000.0,2.05,1,23.33,23.27,2.09,23.33,35.1,22.002857142857145,1.3123860494781288,2.27,3
2020-01-03,26.0,800.0,2.06,1,21.55,21.75,2.05,23.33,41.51,21.75714285714286,1.191003978246159,2.17,4
2020-01-06,26.92,12000.0,2.1,1,26.0,20.13,2.06,21.55,30.62,22.364285714285717,1.9971801549775592,2.09,0
2020-01-08,25.87,10400.0,2.09,1,26.92,21.21,2.1,26.0,27.0,23.334285714285716,2.349062629667996,1.75,2
2020-01-09,21.81,7200.0,2.05,1,25.87,21.0,2.09,26.92,29.92,24.0,2.3066425817641085,2.06,3
2020-01-10,21.77,15200.0,2.05,1,21.81,23.33,2.05,25.87,24.34,24.115714285714287,2.1457699250935427,2.09,4
2020-01-13,23.91,18400.0,2.03,1,21.77,23.33,2.05,21.81,23.15,23.892857142857142,2.3152877019637432,2.09,0
2020-01-14,22.04,4800.0,2.15,1,23.91,21.55,2.03,21.77,23.4,23.975714285714286,2.3021284147724326,2.05,1
2020-01-15,25.0,1600.0,2.01,1,22.04,26.0,2.15,23.91,31.7,24.045714285714286,2.2221375380706356,2.06,2
2020-01-16,27.45,12800.0,2.06,1,25.0,26.92,2.01,22.04,28.54,23.90285714285714,2.104595877961186,2.1,3
2020-01-17,31.25,19200.0,2.07,1,27.45,25.87,2.06,25.0,25.34,23.978571428571428,2.236622666519399,2.09,4
2020-01-21,25.49,13600.0,1.98,1,31.25,21.81,2.07,27.45,24.74,24.747142857142855,3.5396831980933596,2.05,1
2020-01-22,24.79,43200.0,1.89,1,25.49,21.77,1.98,31.25,24.13,25.27285714285714,3.295616858222098,2.05,2
2020-01-23,21.33,8000.0,1.95,1,24.79,23.91,1.89,25.49,23.91,25.70428571428571,2.9390126297963395,2.03,3
2020-01-24,23.29,5600.0,1.91,1,21.33,22.04,1.95,24.79,27.2,25.335714285714285,3.3364345097877233,2.15,4
2020-01-27,23.92,4000.0,2.03,1,23.29,25.0,1.91,21.33,34.21,25.514285714285712,3.1593979233554013,2.01,0
2020-01-28,25.88,3200.0,1.96,1,23.92,27.45,2.03,23.29,32.34,25.359999999999996,3.214586546769875,2.06,1
2020-01-29,25.7,8800.0,1.93,1,25.88,31.25,1.96,23.92,28.05,25.135714285714283,3.0970838818856365,2.07,2
2020-01-30,24.69,14400.0,1.94,1,25.7,25.49,1.93,25.88,28.82,24.342857142857145,1.6373323251143859,1.98,3
2020-01-31,20.98,12000.0,1.91,1,24.69,24.79,1.94,25.7,28.4,24.228571428571428,1.5704715700668723,1.89,4
2020-02-03,19.25,20000.0,1.9,2,20.98,21.33,1.91,24.69,38.69,23.684285714285714,1.9562963063152443,1.95,0
2020-02-04,22.75,24000.0,1.89,2,19.25,23.29,1.9,20.98,41.67,23.387142857142855,2.4652499148898914,1.91,1
2020-02-05,21.37,18400.0,1.89,2,22.75,23.92,1.89,19.25,31.22,23.31,2.477216179506238,2.03,2
2020-02-06,22.98,6400.0,1.86,2,21.37,25.88,1.89,22.75,23.27,22.945714285714285,2.558716195953765,1.96,3
2020-02-07,22.69,4000.0,1.93,2,22.98,25.7,1.86,21.37,21.75,22.531428571428574,2.216298931188785,1.93,4
2020-02-10,21.14,8800.0,1.85,2,22.69,24.69,1.93,22.98,20.13,22.101428571428574,1.7398700006193804,1.94,0
2020-02-11,22.66,3200.0,1.85,2,21.14,20.98,1.85,22.69,21.21,21.594285714285714,1.328292853541583,1.91,1
2020-02-12,20.52,30400.0,1.91,2,22.66,19.25,1.85,21.14,21.0,21.834285714285716,1.350393240789366,1.9,2
2020-02-13,28.67,12800.0,1.95,2,20.52,22.75,1.91,22.66,23.33,22.01571428571429,0.9797764565295389,1.89,3
2020-02-18,22.58,10400.0,2.04,2,28.67,21.37,1.95,20.52,23.33,22.861428571428576,2.723156431861474,1.89,1
