date,power_price,volume_mwh,gas_price
2019-10-23,30.38,1600.0,2.34
2019-10-24,29.88,3200.0,2.33
2019-10-25,31.5,1600.0,2.26
2019-10-28,26.81,13600.0,2.49
2019-10-29,29.36,12000.0,2.61
2019-10-30,33.41,22400.0,2.71
2019-10-31,31.56,45600.0,2.73
2019-11-01,31.42,8800.0,2.54
2019-11-04,30.82,23200.0,2.77
2019-11-05,32.78,17600.0,2.77
2019-11-06,34.12,12000.0,2.82
2019-11-07,38.92,28800.0,2.84
2019-11-08,32.05,40000.0,2.87
2019-11-12,55.32,30400.0,2.72
2019-11-13,44.15,59200.0,2.66
2019-11-14,31.13,17600.0,2.68
2019-11-15,29.44,14400.0,2.7
2019-11-18,35.1,64800.0,2.64
2019-11-19,41.51,64000.0,2.53
2019-11-20,30.62,36000.0,2.56
2019-11-21,27.0,29600.0,2.53
2019-11-22,29.92,7200.0,2.62
2019-11-25,24.34,8800.0,2.51
2019-11-26,23.15,22400.0,2.51
2019-11-27,23.4,1600.0,2.46
2019-11-29,31.7,6400.0,2.46
2019-12-02,28.54,36800.0,2.29
2019-12-03,25.34,15200.0,2.42
2019-12-04,24.74,7200.0,2.43
2019-12-05,24.13,14400.0,2.42
2019-12-06,23.91,24800.0,2.31
2019-12-09,27.2,9600.0,2.17
2019-12-10,34.21,27200.0,2.18
2019-12-11,32.34,20000.0,2.28
2019-12-12,28.05,32800.0,2.28
2019-12-13,28.82,29600.0,2.28
2019-12-16,28.4,16800.0,2.34
2019-12-17,38.69,23200.0,2.3
2019-12-18,41.67,32000.0,2.26
2019-12-19,31.22,8800.0,2.21
2019-12-20,23.27,2400.0,2.27
2019-12-23,21.75,800.0,2.17
2019-12-26,20.13,3200.0,2.09
2019-12-27,21.21,4800.0,1.75
2019-12-30,21.0,5600.0,2.06
2019-12-31,23.33,2400.0,2.09
2019-12-31,23.33,2400.0,2.09
2020-01-02,21.55,12000.0,2.05
2020-01-03,26.0,800.0,2.06
2020-01-06,26.92,12000.0,2.1
2020-01-08,25.87,10400.0,2.09
2020-01-09,21.81,7200.0,2.05
2020-01-10,21.77,15200.0,2.05
2020-01-13,23.91,18400.0,2.03
2020-01-14,22.04,4800.0,2.15
2020-01-15,25.0,1600.0,2.01
2020-01-16,27.45,12800.0,2.06
2020-01-17,31.25,19200.0,2.07
2020-01-21,25.49,13600.0,1.98
2020-01-22,24.79,43200.0,1.89
2020-01-23,21.33,8000.0,1.95
2020-01-24,23.29,5600.0,1.91
2020-01-27,23.92,4000.0,2.03
2020-01-28,25.88,3200.0,1.96
2020-01-29,25.7,8800.0,1.93
2020-01-30,24.69,14400.0,1.94
2020-01-31,20.98,12000.0,1.91
2020-02-03,19.25,20000.0,1.9
2020-02-04,22.75,24000.0,1.89
2020-02-05,21.37,18400.0,1.89
2020-02-06,22.98,6400.0,1.86
2020-02-07,22.69,4000.0,1.93
2020-02-10,21.14,8800.0,1.85
2020-02-11,22.66,3200.0,1.85
2020-02-12,20.52,30400.0,1.91
2020-02-13,28.67,12800.0,1.95
2020-02-18,22.58,10400.0,2.04
2020-02-19,26.7,33600.0,2.01
2020-02-20,25.29,5600.0,1.98
2020-02-21,20.0,2400.0,1.96
2020-02-24,19.91,6400.0,1.94
2020-02-25,20.08,7200.0,1.93
2020-02-26,23.0,1600.0,1.96
2020-02-27,22.86,7200.0,1.78
2020-02-28,21.25,2400.0,1.79
2020-03-02,20.39,15200.0,1.75
2020-03-03,20.57,11200.0,1.78
2020-03-04,20.23,8000.0,1.83
2020-03-05,23.84,23200.0,1.89
2020-03-06,21.25,800.0,1.76
2020-03-09,19.39,15200.0,1.74
2020-03-10,23.01,20000.0,1.91
2020-03-11,24.39,16800.0,1.96
2020-03-12,22.53,15200.0,1.82
2020-03-13,25.87,7200.0,1.94
2020-03-17,22.5,1600.0,1.89
2020-03-18,18.61,7200.0,1.73
2020-03-19,18.3,1600.0,1.68
2020-03-20,21.55,11200.0,1.76
2020-03-23,18.6,8800.0,1.7
2020-03-24,23.7,13600.0,1.73
2020-03-25,20.17,4800.0,1.8
2020-03-26,18.71,10400.0,1.73
2020-03-27,18.3,4000.0,1.7
2020-03-30,20.36,10400.0,1.65
2020-03-31,21.48,7200.0,1.71
2020-04-01,18.88,10400.0,1.69
2020-04-02,16.13,4800.0,1.55
2020-04-03,18.1,4000.0,1.5
2020-04-06,17.12,8000.0,1.64
2020-04-07,18.58,20000.0,1.83
2020-04-08,17.49,21600.0,1.86
2020-04-09,18.5,24800.0,1.74
2020-04-13,22.48,11200.0,1.86
2020-04-14,24.4,11200.0,1.76
2020-04-15,21.9,16000.0,1.68
2020-04-16,20.17,4000.0,1.59
2020-04-17,19.63,4000.0,1.71
2020-04-20,20.27,2400.0,1.78
2020-04-21,20.34,11200.0,1.92
2020-04-22,20.33,13600.0,1.9
2020-04-23,21.1,8800.0,1.86
2020-04-24,21.0,3200.0,1.81
2020-04-27,21.22,4000.0,1.68
2020-04-28,19.67,4800.0,1.8
2020-04-29,19.08,4000.0,1.73
2020-04-30,19.09,12000.0,1.63
2020-05-01,20.69,17600.0,1.69
2020-05-04,20.1,2400.0,1.78
2020-05-05,23.15,12800.0,1.93
2020-05-06,20.52,11200.0,1.9
2020-05-07,20.62,8000.0,1.84
2020-05-08,21.32,2400.0,1.74
2020-05-11,19.66,8800.0,1.7
2020-05-12,18.3,4000.0,1.61
2020-05-13,18.39,16800.0,1.56
2020-05-14,22.33,33600.0,1.6
2020-05-15,18.9,6400.0,1.66
2020-05-18,16.19,32800.0,1.77
2020-05-19,15.63,3200.0,1.85
2020-05-20,17.85,9600.0,1.83
2020-05-21,19.78,13600.0,1.75
2020-05-22,21.79,28000.0,1.7
2020-05-26,27.38,29600.0,1.79
2020-05-27,25.98,24000.0,1.78
2020-05-28,26.66,32800.0,1.79
2020-05-29,16.2,16000.0,1.7
2020-06-01,20.22,24800.0,1.59
2020-06-02,29.28,7200.0,1.58
2020-06-03,28.09,25600.0,1.84
2020-06-04,31.09,16000.0,1.68
2020-06-05,20.39,20800.0,1.8
2020-06-08,29.24,34400.0,1.68
2020-06-09,30.42,17600.0,1.68
2020-06-10,24.51,9600.0,1.72
2020-06-11,20.22,24000.0,1.77
2020-06-12,18.73,8000.0,1.67
2020-06-15,19.0,800.0,1.64
2020-06-16,21.35,10400.0,1.43
2020-06-17,20.95,8800.0,1.55
2020-06-18,23.54,12800.0,1.51
2020-06-19,29.17,8800.0,1.49
2020-06-22,25.5,18400.0,1.64
2020-06-23,20.7,4800.0,1.61
2020-06-24,20.25,3200.0,1.64
2020-06-25,23.75,12000.0,1.53
2020-06-29,25.85,12800.0,1.67
2020-06-30,24.78,20000.0,1.76
2020-07-01,29.58,9600.0,1.69
2020-07-02,28.55,32800.0,1.58
2020-07-06,33.47,15200.0,1.71
2020-07-07,35.66,5600.0,1.76
2020-07-08,39.08,2400.0,1.78
2020-07-09,33.49,36000.0,1.88
2020-07-10,29.16,43200.0,1.79
2020-07-13,29.52,26400.0,1.75
2020-07-14,32.12,8000.0,1.74
2020-07-15,33.32,25600.0,1.76
2020-07-16,33.9,19200.0,1.79
2020-07-17,51.91,24000.0,1.79
2020-07-20,36.53,23200.0,1.71
2020-07-21,30.98,16000.0,1.66
2020-07-22,27.02,26400.0,1.69
2020-07-23,27.25,4800.0,1.75
2020-07-24,41.0,8800.0,1.77
2020-07-27,32.58,11200.0,1.85
2020-07-28,30.25,4000.0,1.83
2020-07-29,29.89,11200.0,1.77
2020-07-30,24.7,16000.0,1.81
2020-07-31,26.0,800.0,1.83
2020-08-03,23.36,7200.0,1.95
2020-08-05,24.88,16000.0,2.23
2020-08-06,27.8,4000.0,2.26
2020-08-07,34.5,800.0,2.15
2020-08-10,36.27,14400.0,2.18
2020-08-11,32.0,6400.0,2.19
2020-08-12,28.1,8000.0,2.05
2020-08-13,27.78,8000.0,2.19
2020-08-14,27.0,5600.0,2.23
2020-08-18,25.06,12800.0,2.45
2020-08-19,24.85,2400.0,2.43
2020-08-20,29.75,4000.0,2.35
2020-08-21,36.0,800.0,2.39
2020-08-24,40.69,7200.0,2.57
2020-08-25,34.11,7200.0,2.54
2020-08-26,38.88,18400.0,2.52
2020-08-27,29.85,8800.0,2.52
2020-08-28,24.9,12000.0,2.46
2020-08-31,24.59,11200.0,2.3
2020-09-01,29.3,8800.0,2.22
2020-09-02,28.15,19200.0,2.15
2020-09-03,24.03,3200.0,2.32
2020-09-04,28.91,16800.0,1.8
2020-09-08,31.46,18400.0,2.35
2020-09-09,26.66,18400.0,2.21
2020-09-10,26.02,7200.0,2.13
2020-09-11,29.01,15200.0,1.93
2020-09-14,22.31,22400.0,2.18
2020-09-15,20.95,22400.0,2.19
2020-09-16,19.9,28000.0,2.06
2020-09-17,16.32,17600.0,1.65
2020-09-18,18.2,4000.0,1.56
2020-09-21,18.75,4000.0,1.33
2020-09-22,22.45,4800.0,1.49
2020-09-23,21.4,13600.0,1.74
2020-09-24,19.93,6400.0,1.93
2020-09-25,25.99,11200.0,1.9
2020-09-28,20.13,7200.0,1.83
2020-09-29,20.35,52000.0,1.74
2020-09-30,18.82,24000.0,1.66
2020-10-01,19.47,19200.0,1.6
2020-10-02,20.88,3200.0,1.41
2020-10-05,22.79,4800.0,1.92
2020-10-06,24.21,18400.0,1.86
2020-10-07,22.2,26400.0,2.01
2020-10-08,23.31,20000.0,1.49
2020-10-09,25.74,12000.0,2.25
2020-10-12,22.75,6400.0,2.31
2020-10-13,21.85,16000.0,2.14
2020-10-14,23.31,20800.0,2.02
2020-10-15,23.62,11200.0,2.23
2020-10-16,26.88,1600.0,2.16
2020-10-19,29.64,11200.0,2.3
2020-10-20,30.46,8000.0,2.57
2020-10-21,30.03,16000.0,2.95
2020-10-22,27.08,15200.0,2.99
2020-10-26,31.68,5600.0,3.14
2020-10-27,33.01,6400.0,3.07
2020-10-28,33.9,19200.0,3.14
2020-10-29,33.8,2400.0,3.06
2020-10-30,39.49,7200.0,3.03
2020-11-02,28.28,8800.0,3.03
2020-11-03,24.8,3200.0,2.88
2020-11-04,24.26,4800.0,2.63
2020-11-05,23.19,14400.0,2.69
2020-11-06,24.14,5600.0,2.67
2020-11-09,20.96,13600.0,2.63
2020-11-10,25.55,10400.0,2.74
2020-11-11,26.6,4800.0,2.75
2020-11-12,25.03,5600.0,2.81
2020-11-16,28.35,14400.0,2.62
2020-11-17,27.5,16000.0,2.55
2020-11-18,24.36,11200.0,2.37
2020-11-19,20.87,7200.0,2.19
2020-11-20,22.6,15200.0,2.22
2020-11-23,25.51,8800.0,2.23
2020-11-24,21.6,3200.0,2.47
2020-11-25,18.55,3200.0,2.47
2020-11-30,29.4,26400.0,2.89
2020-12-01,29.98,8800.0,2.89
2020-12-02,26.73,4800.0,2.75
2020-12-03,23.24,8000.0,2.46
2020-12-07,28.99,6400.0,2.39
2020-12-08,26.07,7200.0,2.36
2020-12-09,24.88,4800.0,2.45
2020-12-10,21.84,4800.0,2.45
2020-12-11,28.89,8800.0,2.54
2020-12-14,33.08,25600.0,2.69
2020-12-15,36.22,23200.0,2.63
2020-12-16,42.4,56800.0,2.73
2020-12-17,40.35,31200.0,2.7
2020-12-18,28.04,10400.0,2.73
2020-12-21,27.83,8000.0,2.68
2020-12-22,24.58,12800.0,2.76
2020-12-23,21.23,16000.0,2.76
2020-12-24,27.55,8800.0,2.68
2020-12-28,28.07,13600.0,2.39
2020-12-29,22.88,3200.0,2.4
2020-12-30,20.35,8800.0,2.36
2020-12-31,23.38,1600.0,2.39
2021-01-04,27.21,43200.0,2.6
2021-01-05,34.42,28000.0,2.77
2021-01-06,27.84,14400.0,2.76
2021-01-07,30.08,11200.0,2.81
2021-01-08,31.63,6400.0,2.77
2021-01-11,28.25,14400.0,2.71
2021-01-12,26.38,17600.0,2.89
2021-01-13,26.35,12000.0,2.82
2021-01-14,27.16,11200.0,2.82
2021-01-15,31.75,20000.0,2.86
2021-01-19,28.07,12000.0,2.65
2021-01-20,23.84,36000.0,2.57
2021-01-21,24.06,11200.0,2.49
2021-01-22,27.8,10400.0,2.45
2021-01-25,26.5,50400.0,2.63
2021-01-26,28.87,20800.0,2.73
2021-01-27,36.43,32000.0,2.77
2021-01-28,43.28,42400.0,2.76
2021-01-29,32.97,4800.0,2.68
2021-02-01,33.23,41600.0,2.88
2021-02-02,33.27,33600.0,3.24
2021-02-03,29.5,15200.0,3.01
2021-02-04,26.97,10400.0,2.99
2021-02-05,40.43,32000.0,3.49
2021-02-08,37.52,36000.0,3.4
2021-02-09,37.19,32000.0,3.35
2021-02-10,40.03,14400.0,3.76
2021-02-11,48.83,23200.0,6.5
2021-02-12,61.5,46400.0,6.12
2021-02-16,132.38,22400.0,11.32
2021-02-17,169.92,39200.0,23.86
2021-02-18,78.36,16000.0,8.56
2021-02-19,39.66,10400.0,4.96
2021-02-22,29.01,12000.0,3.16
2021-02-23,23.79,16000.0,2.94
2021-02-24,23.92,20000.0,2.8
2021-02-25,23.9,16800.0,2.72
2021-02-26,25.47,15200.0,2.66
2021-03-01,33.81,27200.0,2.7
2021-03-02,28.61,24000.0,2.87
2021-03-03,27.7,10400.0,2.86
2021-03-04,29.23,9600.0,2.79
2021-03-05,28.23,8800.0,2.72
2021-03-08,22.0,10400.0,2.67
2021-03-09,21.07,20800.0,2.62
2021-03-10,21.05,7200.0,2.62
2021-03-11,23.84,7200.0,2.7
2021-03-12,33.5,2400.0,2.65
2021-03-15,31.99,24800.0,2.58
2021-03-16,26.45,4000.0,2.5
2021-03-17,25.81,13600.0,2.6
2021-03-18,29.52,12000.0,2.45
2021-03-19,27.0,2400.0,2.53
2021-03-22,24.34,7200.0,2.55
2021-03-23,28.27,13600.0,2.56
2021-03-24,26.63,1600.0,2.56
2021-03-25,27.98,4800.0,2.52
2021-03-26,30.22,8800.0,2.52
2021-03-29,25.99,9600.0,2.58
2021-03-30,25.39,5600.0,2.55
2021-03-31,31.87,11200.0,2.52
2021-04-01,31.86,11200.0,2.52
2021-04-05,26.91,4800.0,2.43
2021-04-06,28.44,7200.0,2.44
2021-04-07,27.93,3200.0,2.43
2021-04-08,24.63,8800.0,2.47
2021-04-09,27.75,2400.0,2.48
2021-04-12,27.11,9600.0,2.5
2021-04-13,29.42,15200.0,2.57
2021-04-14,31.25,8800.0,2.65
2021-04-15,33.39,7200.0,2.62
2021-04-19,33.13,8800.0,2.75
2021-04-20,37.16,16800.0,2.76
2021-04-21,35.6,16000.0,2.72
2021-04-22,31.31,3200.0,2.77
2021-04-23,29.03,12800.0,2.79
2021-04-26,30.7,29600.0,2.73
2021-04-28,37.0,8000.0,2.98
2021-04-29,27.03,17600.0,2.91
2021-04-30,31.16,6400.0,2.86
2021-05-03,44.54,76800.0,2.96
2021-05-04,33.81,15200.0,3.0
2021-05-05,26.67,21600.0,2.99
2021-05-06,28.15,3200.0,2.9
2021-05-07,32.45,2400.0,2.9
2021-05-10,31.92,2400.0,2.93
2021-05-11,27.63,1600.0,2.91
2021-05-12,29.66,8800.0,2.91
2021-05-13,27.0,3200.0,2.95
2021-05-14,28.38,11200.0,2.95
2021-05-17,30.98,17600.0,2.99
2021-05-18,35.23,9600.0,2.96
2021-05-19,40.03,12000.0,2.88
2021-05-20,43.12,13600.0,2.86
2021-05-21,33.38,1600.0,2.84
2021-05-24,31.26,15200.0,2.78
2021-05-25,39.55,24800.0,2.87
2021-05-26,33.82,20800.0,2.91
2021-05-27,27.98,12000.0,2.85
2021-05-28,28.0,3200.0,2.91
2021-06-01,26.9,4000.0,3.02
2021-06-02,29.73,4000.0,3.09
2021-06-03,33.79,7200.0,3.01
2021-06-04,45.93,15200.0,3.01
2021-06-07,43.36,35200.0,2.98
2021-06-08,41.23,28000.0,3.11
2021-06-09,37.01,13600.0,3.13
2021-06-10,32.63,19200.0,3.13
2021-06-11,34.75,800.0,3.23
2021-06-14,29.23,12000.0,3.36
2021-06-15,28.37,9600.0,3.31
2021-06-16,28.45,12800.0,3.25
2021-06-17,32.86,24800.0,3.24
2021-06-18,40.41,16800.0,3.23
2021-06-21,27.95,9600.0,3.15
2021-06-22,27.0,8800.0,3.21
2021-06-25,51.38,7200.0,3.4
2021-06-28,65.05,32000.0,3.62
2021-06-29,67.48,31200.0,3.75
2021-06-30,40.32,15200.0,3.79
2021-07-01,30.13,11200.0,3.76
2021-07-02,54.04,15200.0,3.67
2021-07-06,56.0,24000.0,3.68
2021-07-07,36.71,8800.0,3.66
2021-07-08,36.45,1600.0,3.56
2021-07-09,43.95,8800.0,3.71
2021-07-12,44.99,11200.0,3.7
2021-07-13,46.13,9600.0,3.78
2021-07-14,49.63,18400.0,3.8
2021-07-15,44.45,36800.0,3.68
2021-07-19,45.58,18400.0,3.75
2021-07-20,43.09,8800.0,3.82
2021-07-21,37.57,11200.0,3.94
2021-07-22,41.03,4800.0,4.02
2021-07-23,52.27,8800.0,4.11
2021-07-26,53.03,7200.0,4.09
2021-07-27,50.96,12800.0,4.15
2021-07-28,44.01,16800.0,4.1
2021-07-29,38.66,8800.0,4.03
2021-08-02,38.55,9600.0,4.02
2021-08-03,41.46,6400.0,4.06
2021-08-04,45.0,800.0,4.2
2021-08-05,53.61,8800.0,4.27
2021-08-06,63.0,4000.0,4.21
2021-08-09,55.31,23200.0,4.24
2021-08-10,60.08,21600.0,4.12
2021-08-11,73.79,20000.0,4.07
2021-08-12,54.17,21600.0,4.1
2021-08-13,42.41,18400.0,3.95
2021-08-16,43.0,7200.0,3.93
2021-08-17,46.91,9600.0,3.92
2021-08-18,54.13,12800.0,3.86
2021-08-19,45.03,8000.0,3.83
2021-08-20,53.64,13600.0,3.94
2021-08-23,67.63,34400.0,3.93
2021-08-24,81.5,49600.0,3.95
2021-08-25,77.0,7200.0,4.03
2021-08-26,61.43,25600.0,4.07
2021-08-27,60.0,800.0,4.35
2021-08-30,49.92,2400.0,4.25
2021-08-31,40.48,8000.0,4.33
2021-09-01,40.05,19200.0,4.45
2021-09-02,38.05,16000.0,4.65
2021-09-03,45.31,3200.0,4.77
2021-09-07,46.07,16000.0,4.71
2021-09-08,42.63,4000.0,4.66
2021-09-09,43.51,8800.0,4.97
2021-09-10,80.12,47200.0,5.13
2021-09-13,80.44,15200.0,5.21
2021-09-14,68.98,12000.0,5.39
2021-09-15,64.02,8800.0,5.66
2021-09-16,73.08,25600.0,5.52
2021-09-17,71.13,3200.0,5.32
2021-09-20,54.26,8800.0,5.25
2021-09-21,48.29,11200.0,4.96
2021-09-22,46.0,2400.0,4.92
2021-09-23,41.87,11200.0,4.94
2021-09-24,48.69,6400.0,5.1
2021-09-27,56.73,10400.0,5.53
2021-09-28,58.93,14400.0,5.94
2021-09-29,56.79,5600.0,5.73
2021-09-30,58.34,6400.0,5.58
2021-10-01,74.15,36000.0,5.61
2021-10-04,85.35,13600.0,5.8
2021-10-05,77.38,12800.0,6.37
2021-10-06,79.82,12000.0,6.0
2021-10-07,79.74,7200.0,5.71
2021-10-08,90.0,7200.0,5.46
2021-10-11,62.03,54400.0,5.46
2021-10-12,66.3,23200.0,5.34
2021-10-13,79.41,34400.0,5.56
2021-10-14,84.23,11200.0,5.92
2021-10-15,61.0,1600.0,5.44
2021-10-18,61.75,3200.0,5.01
2021-10-19,61.53,5600.0,4.81
2021-10-20,57.32,5600.0,4.87
2021-10-21,57.69,13600.0,4.94
2021-10-25,70.13,9600.0,5.72
2021-10-26,65.21,7200.0,5.59
2021-10-28,63.96,5600.0,5.68
2021-10-29,71.33,3200.0,5.49
2021-11-01,81.63,12000.0,5.22
2021-11-02,91.2,12000.0,5.33
2021-11-03,97.15,4000.0,5.59
2021-11-04,105.93,26400.0,5.73
2021-11-05,73.0,3200.0,5.51
2021-11-08,59.53,39200.0,5.53
2021-11-09,61.63,8000.0,5.08
2021-11-10,56.53,8000.0,4.56
2021-11-11,54.05,22400.0,4.81
2021-11-12,81.43,8800.0,4.97
2021-11-15,66.91,5600.0,4.77
2021-11-16,0.0,14400.0,5.11
2021-11-17,60.86,20000.0,4.82
2021-11-18,79.0,9600.0,4.95
2021-11-19,83.6,4000.0,4.9
2021-11-22,95.35,17600.0,4.83
2021-11-23,71.5,6400.0,4.95
2021-11-24,59.75,800.0,4.93
2021-11-29,72.27,5600.0,4.9
2021-11-30,64.6,12000.0,4.52
2021-12-01,51.63,14400.0,4.31
2021-12-02,51.32,12800.0,4.08
2021-12-03,51.98,8800.0,3.79
2021-12-06,57.33,10400.0,3.66
2021-12-07,61.72,25600.0,3.6
2021-12-08,61.9,35200.0,3.79
2021-12-09,40.92,6400.0,3.67
2021-12-10,46.14,5600.0,3.65
2021-12-13,42.82,2400.0,4.05
2021-12-14,36.03,12800.0,3.71
2021-12-16,37.82,5600.0,3.67
2021-12-17,55.76,9600.0,3.71
2021-12-21,53.36,5600.0,3.96
2021-12-22,45.98,10400.0,3.95
2021-12-23,31.22,5600.0,3.56
2021-12-27,32.86,5600.0,3.45
2021-12-28,32.0,1600.0,3.32
2021-12-29,31.25,3200.0,3.4
2021-12-30,30.19,3200.0,3.82
2021-12-31,52.71,5600.0,3.82
2022-01-03,59.51,31200.0,3.74
2022-01-04,52.79,32800.0,3.73
2022-01-05,64.85,23200.0,3.78
2022-01-06,98.32,36800.0,3.94
2022-01-07,75.47,40800.0,3.83
2022-01-10,86.24,36000.0,4.16
2022-01-11,54.35,13600.0,4.16
2022-01-12,47.17,12000.0,4.62
2022-01-13,62.61,10400.0,4.78
2022-01-18,57.76,24800.0,4.55
2022-01-19,86.98,31200.0,4.89
2022-01-20,140.61,48800.0,4.45
2022-01-21,86.75,7200.0,4.11
2022-01-24,56.55,27200.0,4.2
2022-01-25,106.86,23200.0,4.24
2022-01-26,84.48,20800.0,4.43
2022-01-27,62.87,25600.0,4.43
2022-01-28,88.09,11200.0,5.69
2022-01-31,70.98,12800.0,5.56
2022-02-01,53.63,17600.0,5.45
2022-02-02,64.79,4800.0,6.7
2022-02-03,65.71,12000.0,5.84
2022-02-04,75.67,9600.0,5.34
2022-02-07,54.48,9600.0,4.44
2022-02-09,40.25,18400.0,4.13
2022-02-10,35.33,26400.0,4.03
2022-02-11,64.3,24000.0,4.04
2022-02-14,44.68,20800.0,4.05
2022-02-14,57.78,8000.0,4.05
2022-02-15,38.1,6400.0,4.31
2022-02-16,35.58,9600.0,4.39
2022-02-17,45.95,16800.0,4.57
2022-02-18,45.36,6400.0,4.61
2022-02-22,46.32,5600.0,4.48
2022-02-23,64.0,800.0,4.59
2022-02-24,64.24,3200.0,4.78
2022-02-25,67.57,15200.0,4.63
2022-02-28,40.03,14400.0,4.46
2022-03-01,38.22,19200.0,4.36
2022-03-02,47.36,5600.0,4.65
2022-03-03,52.99,13600.0,4.63
2022-03-04,45.77,11200.0,4.74
2022-03-07,51.79,4800.0,4.93
2022-03-08,58.44,25600.0,4.61
2022-03-09,57.54,5600.0,4.55
2022-03-10,45.5,800.0,4.65
2022-03-11,55.21,5600.0,4.79
2022-03-14,44.38,5600.0,4.59
2022-03-15,41.34,13600.0,4.46
2022-03-16,44.36,28800.0,4.68
2022-03-17,41.25,5600.0,4.8
2022-03-18,42.45,2400.0,4.87
2022-03-21,42.8,3200.0,4.77
2022-03-22,47.5,3200.0,5.0
2022-04-06,74.97,4800.0,6.29
2022-04-08,82.46,11200.0,6.38
2022-04-11,76.25,9600.0,6.35
2022-04-12,77.91,9600.0,6.59
2022-04-13,76.18,11200.0,6.68
2022-04-14,66.93,21600.0,6.94
2022-04-18,101.85,18400.0,7.48
2022-04-19,83.35,4000.0,7.44
2022-04-20,72.4,19200.0,7.12
2022-04-21,73.0,4800.0,6.88
2022-04-22,81.75,2400.0,6.59
2022-04-25,80.6,10400.0,6.42
2022-04-26,80.5,800.0,6.89
2022-04-27,74.76,8800.0,6.91
2022-04-28,64.0,1600.0,6.97
2022-04-29,87.23,8800.0,6.84
2022-05-02,94.36,24000.0,7.3
2022-05-03,107.33,15200.0,7.84
2022-05-04,96.65,8000.0,8.3
2022-05-05,86.4,8800.0,8.42
2022-05-06,85.0,2400.0,8.35
2022-05-09,78.09,13600.0,8.06
2022-05-11,113.2,8000.0,7.53
2022-05-12,94.1,2400.0,7.25
2022-05-16,84.85,21600.0,8.07
2022-05-17,88.58,20800.0,8.26
2022-05-18,141.0,4000.0,8.53
2022-05-19,170.36,14400.0,8.21
2022-05-23,73.99,11200.0,8.16
2022-05-24,82.33,4800.0,8.87
2022-05-25,92.6,4800.0,9.44
2022-05-26,92.58,4800.0,9.19
2022-05-27,152.09,16000.0,8.3
2022-05-31,122.09,15200.0,8.46
2022-06-01,98.31,10400.0,8.47
2022-06-02,86.45,8800.0,8.9
2022-06-03,90.69,17600.0,8.34
2022-06-06,95.44,13600.0,9.08
2022-06-07,109.65,9600.0,9.28
2022-06-08,104.35,4000.0,9.43
2022-06-09,83.76,15200.0,8.16
2022-06-10,122.11,7200.0,8.78
2022-06-13,177.56,24800.0,9.0
2022-06-14,186.21,27200.0,7.68
2022-06-15,212.5,22400.0,7.72
2022-06-16,189.35,21600.0,7.88
2022-06-17,107.48,28800.0,7.37
2022-06-21,119.55,16800.0,6.6
2022-06-22,90.55,20800.0,6.76
2022-06-23,101.56,6400.0,6.54
2022-06-24,99.36,17600.0,5.8
2022-06-27,83.22,12000.0,6.09
2022-06-28,95.39,16800.0,6.66
2022-06-29,129.88,17600.0,6.69
2022-06-30,123.75,20000.0,6.54
2022-07-01,119.35,16000.0,5.75
2022-07-05,120.43,18400.0,5.72
2022-07-06,106.79,4800.0,5.65
2022-07-07,106.2,8000.0,5.83
2022-07-08,99.69,3200.0,6.4
2022-07-11,113.96,5600.0,6.82
2022-07-12,107.73,10400.0,6.81
2022-07-13,104.0,21600.0,6.68
2022-07-14,91.13,6400.0,6.9
2022-07-15,105.53,16800.0,6.6
2022-07-18,142.99,7200.0,7.65
2022-07-19,165.06,24800.0,7.35
2022-07-20,165.08,17600.0,7.58
2022-07-21,150.31,24000.0,7.99
2022-07-22,146.8,11200.0,8.25
2022-07-25,107.11,27200.0,8.52
2022-07-26,121.33,4800.0,9.46
2022-07-27,123.19,10400.0,8.65
2022-07-28,107.65,8000.0,8.75
2022-07-29,115.93,8000.0,8.33
2022-08-01,124.53,6400.0,8.2
2022-08-02,137.81,13600.0,8.01
2022-08-03,136.19,9600.0,7.81
2022-08-04,125.54,9600.0,8.4
2022-08-05,130.88,1600.0,8.3
2022-08-08,155.84,20000.0,7.76
2022-08-09,121.1,4000.0,7.87
2022-08-10,105.11,5600.0,7.86
2022-08-11,86.18,7200.0,8.53
2022-08-12,86.71,5600.0,8.73
2022-08-15,98.14,5600.0,8.62
2022-08-16,100.6,2400.0,9.28
2022-08-17,105.74,7200.0,9.51
2022-08-18,116.5,4000.0,9.42
2022-08-19,106.19,14400.0,9.14
2022-08-22,115.94,3200.0,9.85
2022-08-23,134.38,3200.0,9.75
2022-08-24,126.46,17600.0,9.27
2022-08-25,115.52,4800.0,9.47
2022-08-26,147.32,9600.0,9.48
2022-08-29,140.63,24800.0,9.24
2022-08-30,110.21,8800.0,9.1
2022-08-31,113.61,9600.0,8.93
2022-09-01,115.61,5600.0,9.38
2022-09-02,107.88,14400.0,9.18
2022-09-06,101.47,14400.0,8.52
2022-09-07,96.31,6400.0,8.12
2022-09-08,106.08,13600.0,8.27
2022-09-09,111.48,11200.0,8.31
2022-09-12,108.89,3200.0,8.2
2022-09-13,107.42,24000.0,8.49
2022-09-14,106.33,2400.0,8.7
2022-09-15,108.89,3200.0,8.6
2022-09-16,152.25,6400.0,8.11
2022-09-19,120.03,24800.0,7.96
2022-09-20,130.11,12000.0,8.01
2022-09-21,93.04,20000.0,7.99
2022-09-22,73.08,16000.0,7.76
2022-09-23,68.61,12000.0,6.75
